Id;Chapter;Page;Sentence;Tagged;Lemma;WordId
37;Welcome;11;My favourite band is The Black Eyed Peas .;[('My', 'PRP$'), ('favourite', 'JJ'), ('band', 'NN'), ('is', 'VBZ'), ('The', 'DT'), ('Black', 'NNP'), ('Eyed', 'NNP'), ('Peas', 'NNP'), ('.', '.')];['My', 'favourite', 'band', 'is', 'The', 'Black', 'Eyed', 'Peas', '.']
38;Welcome;11;My favourite sport is basketball .;[('My', 'PRP$'), ('favourite', 'JJ'), ('sport', 'NN'), ('is', 'VBZ'), ('basketball', 'NN'), ('.', '.')];['My', 'favourite', 'sport', 'is', 'basketball', '.']
39;Welcome;11;Are you Lisa?;[('Are', 'NNP'), ('you', 'PRP'), ('Lisa', 'NNP'), ('?', '.')];['Are', 'you', 'Lisa', '?']
40;Welcome;11;Take one.;[('Take', 'VB'), ('one', 'CD'), ('.', '.')];['Take', 'one', '.']
41;Welcome;12;Come on children, sing it out.;[('Come', 'NNP'), ('on', 'IN'), ('children', 'NNS'), (',', ','), ('sing', 'VBG'), ('it', 'PRP'), ('out', 'RP'), ('.', '.')];['Come', 'on', 'child', ',', 'sing', 'it', 'out', '.']
42;Welcome;12;Come on children, sing it loud.;[('Come', 'NNP'), ('on', 'IN'), ('children', 'NNS'), (',', ','), ('sing', 'VBG'), ('it', 'PRP'), ('loud', 'JJ'), ('.', '.')];['Come', 'on', 'child', ',', 'sing', 'it', 'loud', '.']
43;Welcome;12;Come on children, sing with me.;[('Come', 'NNP'), ('on', 'IN'), ('children', 'NNS'), (',', ','), ('sing', 'VBG'), ('with', 'IN'), ('me', 'PRP'), ('.', '.')];['Come', 'on', 'child', ',', 'sing', 'with', 'me', '.']
44;Welcome;12;This is the song of the ABC.;[('This', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('song', 'NN'), ('of', 'IN'), ('the', 'DT'), ('ABC', 'NNP'), ('.', '.')];['This', 'is', 'the', 'song', 'of', 'the', 'ABC', '.']
45;Welcome;12;My name is Lena: L-E-N-A.;[('My', 'PRP$'), ('name', 'NN'), ('is', 'VBZ'), ('Lena', 'JJ'), (':', ':'), ('L-E-N-A', 'JJ'), ('.', '.')];['My', 'name', 'is', 'Lena', ':', 'L-E-N-A', '.']
46;Welcome;12;My last name is Sander: S-A-N-D-E-R.;[('My', 'PRP$'), ('last', 'JJ'), ('name', 'NN'), ('is', 'VBZ'), ('Sander', 'NNP'), (':', ':'), ('S-A-N-D-E-R', 'NN'), ('.', '.')];['My', 'last', 'name', 'is', 'Sander', ':', 'S-A-N-D-E-R', '.']
47;Welcome;13;How many pink things can you see?;[('How', 'WRB'), ('many', 'JJ'), ('pink', 'VBP'), ('things', 'NNS'), ('can', 'MD'), ('you', 'PRP'), ('see', 'VB'), ('?', '.')];['How', 'many', 'pink', 'thing', 'can', 'you', 'see', '?']
48;Welcome;13;Emma: What are your hobbies?;[('Emma', 'NN'), (':', ':'), ('What', 'WP'), ('are', 'VBP'), ('your', 'PRP$'), ('hobbies', 'NNS'), ('?', '.')];['Emma', ':', 'What', 'are', 'your', 'hobby', '?']
49;Welcome;13;Socks.;[('Socks', 'NNS'), ('.', '.')];['Socks', '.']
50;Welcome;13;Emma, this is my cat.;[('Emma', 'NNP'), (',', ','), ('this', 'DT'), ('is', 'VBZ'), ('my', 'PRP$'), ('cat', 'NN'), ('.', '.')];['Emma', ',', 'this', 'is', 'my', 'cat', '.']
51;Welcome;13;Emma: I like cats.;[('Emma', 'NN'), (':', ':'), ('I', 'PRP'), ('like', 'IN'), ('cats', 'NNS'), ('.', '.')];['Emma', ':', 'I', 'like', 'cat', '.']
52;Welcome;13;Hello Socks.;[('Hello', 'NNP'), ('Socks', 'NNP'), ('.', '.')];['Hello', 'Socks', '.']
53;Welcome;13;George: Ha!;[('George', 'NNP'), (':', ':'), ('Ha', 'NN'), ('!', '.')];['George', ':', 'Ha', '!']
54;Welcome;13;Dogs are better than cats.;[('Dogs', 'NNS'), ('are', 'VBP'), ('better', 'JJR'), ('than', 'IN'), ('cats', 'NNS'), ('.', '.')];['Dogs', 'are', 'better', 'than', 'cat', '.']
55;Welcome;13;I can play football with my dog Patch!;[('I', 'PRP'), ('can', 'MD'), ('play', 'VB'), ('football', 'NN'), ('with', 'IN'), ('my', 'PRP$'), ('dog', 'NN'), ('Patch', 'NN'), ('!', '.')];['I', 'can', 'play', 'football', 'with', 'my', 'dog', 'Patch', '!']
56;Welcome;13;Cats can’t play football.;[('Cats', 'NNS'), ('can’t', 'VBP'), ('play', 'NN'), ('football', 'NN'), ('.', '.')];['Cats', 'can’t', 'play', 'football', '.']
57;Welcome;13;Caroline: Shut up, George!;[('Caroline', 'NN'), (':', ':'), ('Shut', 'NNP'), ('up', 'RP'), (',', ','), ('George', 'NNP'), ('!', '.')];['Caroline', ':', 'Shut', 'up', ',', 'George', '!']
58;Welcome;13;Caroline: Cool!;[('Caroline', 'NN'), (':', ':'), ('Cool', 'NN'), ('!', '.')];['Caroline', ':', 'Cool', '!']
59;Welcome;13;I’m at Camden School for Girls, too.;[('I’m', 'NNP'), ('at', 'IN'), ('Camden', 'NNP'), ('School', 'NNP'), ('for', 'IN'), ('Girls', 'NNP'), (',', ','), ('too', 'RB'), ('.', '.')];['I’m', 'at', 'Camden', 'School', 'for', 'Girls', ',', 'too', '.']
60;Welcome;13;George?;[('George', 'NNP'), ('?', '.')];['George', '?']
61;Welcome;13;George: I’m at William Ellis School.;[('George', 'NNP'), (':', ':'), ('I’m', 'NN'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), ('School', 'NNP'), ('.', '.')];['George', ':', 'I’m', 'at', 'William', 'Ellis', 'School', '.']
62;Welcome;13;Emma: Rajiv is at William Ellis, too.;[('Emma', 'NN'), (':', ':'), ('Rajiv', 'NN'), ('is', 'VBZ'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), (',', ','), ('too', 'RB'), ('.', '.')];['Emma', ':', 'Rajiv', 'is', 'at', 'William', 'Ellis', ',', 'too', '.']
63;Welcome;13;He’s my friend.;[('He’s', 'NNP'), ('my', 'PRP$'), ('friend', 'NN'), ('.', '.')];['He’s', 'my', 'friend', '.']
64;Welcome;13;George: Is Rajiv a football fan?;[('George', 'NNP'), (':', ':'), ('Is', 'VBZ'), ('Rajiv', 'NNP'), ('a', 'DT'), ('football', 'NN'), ('fan', 'NN'), ('?', '.')];['George', ':', 'Is', 'Rajiv', 'a', 'football', 'fan', '?']
65;Welcome;13;Caroline: Oh, George!;[('Caroline', 'NN'), (':', ':'), ('Oh', 'UH'), (',', ','), ('George', 'NNP'), ('!', '.')];['Caroline', ':', 'Oh', ',', 'George', '!']
66;Welcome;13;Emma: Yes, he is.;[('Emma', 'NN'), (':', ':'), ('Yes', 'UH'), (',', ','), ('he', 'PRP'), ('is', 'VBZ'), ('.', '.')];['Emma', ':', 'Yes', ',', 'he', 'is', '.']
67;Welcome;13;George: Oh no – Arsenal!;[('George', 'NNP'), (':', ':'), ('Oh', 'UH'), ('no', 'DT'), ('–', 'JJ'), ('Arsenal', 'NNP'), ('!', '.')];['George', ':', 'Oh', 'no', '–', 'Arsenal', '!']
68;Welcome;13;He’s sixteen.;[('He’s', 'NNP'), ('sixteen', 'NN'), ('.', '.')];['He’s', 'sixteen', '.']
69;Welcome;13;George.;[('George', 'NNP'), ('.', '.')];['George', '.']
70;Welcome;13;George: A baby?;[('George', 'NNP'), (':', ':'), ('A', 'DT'), ('baby', 'NN'), ('?', '.')];['George', ':', 'A', 'baby', '?']
71;Welcome;13;Pink elephants on the bed – ha, you’re the baby!;[('Pink', 'NNP'), ('elephants', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('bed', 'NN'), ('–', 'NNP'), ('ha', 'NN'), (',', ','), ('you’re', 'VBP'), ('the', 'DT'), ('baby', 'NN'), ('!', '.')];['Pink', 'elephant', 'on', 'the', 'bed', '–', 'ha', ',', 'you’re', 'the', 'baby', '!']
72;1/A;14;What’s in your school bag?;[('What’s', 'NNP'), ('in', 'IN'), ('your', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('?', '.')];['What’s', 'in', 'your', 'school', 'bag', '?']
73;1/A;14;There are pens in my school bag.;[('There', 'EX'), ('are', 'VBP'), ('pens', 'NNS'), ('in', 'IN'), ('my', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('.', '.')];['There', 'are', 'pen', 'in', 'my', 'school', 'bag', '.']
74;1/A;14;What’s in your school bag?;[('What’s', 'NNP'), ('in', 'IN'), ('your', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('?', '.')];['What’s', 'in', 'your', 'school', 'bag', '?']
75;1/A;14;Pencils, paper, scissors, glue, and my homework planner, too.;[('Pencils', 'NNS'), (',', ','), ('paper', 'NN'), (',', ','), ('scissors', 'NNS'), (',', ','), ('glue', 'NN'), (',', ','), ('and', 'CC'), ('my', 'PRP$'), ('homework', 'NN'), ('planner', 'NN'), (',', ','), ('too', 'RB'), ('.', '.')];['Pencils', ',', 'paper', ',', 'scissors', ',', 'glue', ',', 'and', 'my', 'homework', 'planner', ',', 'too', '.']
76;1/A;14;I can’t find it again.;[('I', 'PRP'), ('can’t', 'VBP'), ('find', 'VB'), ('it', 'PRP'), ('again', 'RB'), ('.', '.')];['I', 'can’t', 'find', 'it', 'again', '.']
77;1/A;14;Ruler, mobile, pocket money – I can’t find things.;[('Ruler', 'NNP'), (',', ','), ('mobile', 'NN'), (',', ','), ('pocket', 'NN'), ('money', 'NN'), ('–', 'NN'), ('I', 'PRP'), ('can’t', 'VBP'), ('find', 'JJ'), ('things', 'NNS'), ('.', '.')];['Ruler', ',', 'mobile', ',', 'pocket', 'money', '–', 'I', 'can’t', 'find', 'thing', '.']
78;1/A;14;That’s not funny!;[('That’s', 'NNP'), ('not', 'RB'), ('funny', 'RB'), ('!', '.')];['That’s', 'not', 'funny', '!']
79;1/A;15;Need help?;[('Need', 'VB'), ('help', 'NN'), ('?', '.')];['Need', 'help', '?']
80;1/A;15;Make a quiz for your partner.;[('Make', 'VB'), ('a', 'DT'), ('quiz', 'NN'), ('for', 'IN'), ('your', 'PRP$'), ('partner', 'NN'), ('.', '.')];['Make', 'a', 'quiz', 'for', 'your', 'partner', '.']
81;1/A;15;Example: There is a red pen on George’s bed.;[('Example', 'NN'), (':', ':'), ('There', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('red', 'JJ'), ('pen', 'NN'), ('on', 'IN'), ('George’s', 'NNP'), ('bed', 'NN'), ('.', '.')];['Example', ':', 'There', 'is', 'a', 'red', 'pen', 'on', 'George’s', 'bed', '.']
82;1/A;15;There are books next to Caroline’s bed.;[('There', 'EX'), ('are', 'VBP'), ('books', 'NNS'), ('next', 'IN'), ('to', 'TO'), ('Caroline’s', 'NNP'), ('bed', 'NN'), ('.', '.')];['There', 'are', 'book', 'next', 'to', 'Caroline’s', 'bed', '.']
83;1/A;15;There is an exercise book on Caroline’s bed.;[('There', 'EX'), ('is', 'VBZ'), ('an', 'DT'), ('exercise', 'NN'), ('book', 'NN'), ('on', 'IN'), ('Caroline’s', 'NNP'), ('bed', 'NN'), ('.', '.')];['There', 'is', 'an', 'exercise', 'book', 'on', 'Caroline’s', 'bed', '.']
84;1/A;15;That’s right./ That’s wrong.;[('That’s', 'NNP'), ('right./', 'NN'), ('That’s', 'NNP'), ('wrong', 'NN'), ('.', '.')];['That’s', 'right./', 'That’s', 'wrong', '.']
85;1/A;15;Books, apple and sandwiches for school.;[('Books', 'NNP'), (',', ','), ('apple', 'NN'), ('and', 'CC'), ('sandwiches', 'NNS'), ('for', 'IN'), ('school', 'NN'), ('.', '.')];['Books', ',', 'apple', 'and', 'sandwich', 'for', 'school', '.']
86;1/A;15;Now my bag is heavy – that’s not cool!;[('Now', 'RB'), ('my', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('heavy', 'JJ'), ('–', 'NNS'), ('that’s', 'IN'), ('not', 'RB'), ('cool', 'JJ'), ('!', '.')];['Now', 'my', 'bag', 'is', 'heavy', '–', 'that’s', 'not', 'cool', '!']
87;1/A;15;It’s never, never in its place.;[('It’s', 'NNP'), ('never', 'RB'), (',', ','), ('never', 'RB'), ('in', 'IN'), ('its', 'PRP$'), ('place', 'NN'), ('.', '.')];['It’s', 'never', ',', 'never', 'in', 'it', 'place', '.']
88;1/A;15;Oh no, here’s the bus!;[('Oh', 'UH'), ('no', 'DT'), (',', ','), ('here’s', 'VBZ'), ('the', 'DT'), ('bus', 'NN'), ('!', '.')];['Oh', 'no', ',', 'here’s', 'the', 'bus', '!']
89;1/A;15;And it can’t wait for us.;[('And', 'CC'), ('it', 'PRP'), ('can’t', 'VBZ'), ('wait', 'NN'), ('for', 'IN'), ('us', 'PRP'), ('.', '.')];['And', 'it', 'can’t', 'wait', 'for', 'u', '.']
90;1/B;16;Listen to the CD and read the comic.;[('Listen', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('CD', 'NN'), ('and', 'CC'), ('read', 'VB'), ('the', 'DT'), ('comic', 'JJ'), ('.', '.')];['Listen', 'to', 'the', 'CD', 'and', 'read', 'the', 'comic', '.']
91;1/B;16;Where’s your tie?;[('Where’s', 'IN'), ('your', 'PRP$'), ('tie', 'NN'), ('?', '.')];['Where’s', 'your', 'tie', '?']
92;1/B;16;It is George’s first day at William Ellis School for Boys.;[('It', 'PRP'), ('is', 'VBZ'), ('George’s', 'NNP'), ('first', 'RB'), ('day', 'NN'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), ('School', 'NNP'), ('for', 'IN'), ('Boys', 'NNP'), ('.', '.')];['It', 'is', 'George’s', 'first', 'day', 'at', 'William', 'Ellis', 'School', 'for', 'Boys', '.']
93;1/B;16;Yes, Dad.;[('Yes', 'UH'), (',', ','), ('Dad', 'NNP'), ('.', '.')];['Yes', ',', 'Dad', '.']
94;1/B;16;It’s in my school bag.;[('It’s', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('school', 'NN'), ('bag', 'NN'), ('.', '.')];['It’s', 'in', 'my', 'school', 'bag', '.']
95;1/B;16;Dad, I’m not a baby.;[('Dad', 'NNP'), (',', ','), ('I’m', 'NNP'), ('not', 'RB'), ('a', 'DT'), ('baby', 'NN'), ('.', '.')];['Dad', ',', 'I’m', 'not', 'a', 'baby', '.']
96;1/B;16;I’m eleven.;[('I’m', 'NNP'), ('eleven', 'RB'), ('.', '.')];['I’m', 'eleven', '.']
97;1/B;16;George, you’re late.;[('George', 'NNP'), (',', ','), ('you’re', 'NN'), ('late', 'RB'), ('.', '.')];['George', ',', 'you’re', 'late', '.']
98;1/B;16;Bye, Dad.;[('Bye', 'NNP'), (',', ','), ('Dad', 'NNP'), ('.', '.')];['Bye', ',', 'Dad', '.']
99;1/B;16;Wow!;[('Wow', 'NN'), ('!', '.')];['Wow', '!']
100;1/B;16;Bye!;[('Bye', 'NN'), ('!', '.')];['Bye', '!']
101;1/B;16;Oh, sorry!;[('Oh', 'UH'), (',', ','), ('sorry', 'JJ'), ('!', '.')];['Oh', ',', 'sorry', '!']
102;1/B;16;Football cards.;[('Football', 'DT'), ('cards', 'NNS'), ('.', '.')];['Football', 'card', '.']
103;1/B;16;Yes!;[('Yes', 'UH'), ('!', '.')];['Yes', '!']
104;1/B;16;My team is Arsenal.;[('My', 'PRP$'), ('team', 'NN'), ('is', 'VBZ'), ('Arsenal', 'NNP'), ('.', '.')];['My', 'team', 'is', 'Arsenal', '.']
105;1/B;16;United fan.;[('United', 'NNP'), ('fan', 'NN'), ('.', '.')];['United', 'fan', '.']
106;1/B;16;I’m from Manchester.;[('I’m', 'NN'), ('from', 'IN'), ('Manchester', 'NNP'), ('.', '.')];['I’m', 'from', 'Manchester', '.']
107;1/B;16;I’m George.;[('I’m', 'NNP'), ('George', 'NNP'), ('.', '.')];['I’m', 'George', '.']
108;1/B;16;Hi, I’m Charlie.;[('Hi', 'NNP'), (',', ','), ('I’m', 'NNP'), ('Charlie', 'NNP'), ('.', '.')];['Hi', ',', 'I’m', 'Charlie', '.']
109;1/B;16;Oh, a Manchester United card.;[('Oh', 'UH'), (',', ','), ('a', 'DT'), ('Manchester', 'NNP'), ('United', 'NNP'), ('card', 'NN'), ('.', '.')];['Oh', ',', 'a', 'Manchester', 'United', 'card', '.']
110;1/B;16;Here, you can have it.;[('Here', 'RB'), (',', ','), ('you', 'PRP'), ('can', 'MD'), ('have', 'VB'), ('it', 'PRP'), ('.', '.')];['Here', ',', 'you', 'can', 'have', 'it', '.']
111;1/B;16;Hey, great!;[('Hey', 'NNP'), (',', ','), ('great', 'JJ'), ('!', '.')];['Hey', ',', 'great', '!']
112;1/B;16;Thanks.;[('Thanks', 'NNS'), ('.', '.')];['Thanks', '.']
113;1/B;16;What about a game of football after school?;[('What', 'WP'), ('about', 'IN'), ('a', 'DT'), ('game', 'NN'), ('of', 'IN'), ('football', 'NN'), ('after', 'IN'), ('school', 'NN'), ('?', '.')];['What', 'about', 'a', 'game', 'of', 'football', 'after', 'school', '?']
114;1/B;16;Great idea!;[('Great', 'NNP'), ('idea', 'NN'), ('!', '.')];['Great', 'idea', '!']
115;1/B;16;Hmm, Acland Burghley?;[('Hmm', 'NNP'), (',', ','), ('Acland', 'NNP'), ('Burghley', 'NNP'), ('?', '.')];['Hmm', ',', 'Acland', 'Burghley', '?']
116;1/B;16;Charlie!;[('Charlie', 'NNP'), ('!', '.')];['Charlie', '!']
117;1/B;16;This isn’t my school!;[('This', 'DT'), ('isn’t', 'JJ'), ('my', 'PRP$'), ('school', 'NN'), ('!', '.')];['This', 'isn’t', 'my', 'school', '!']
118;1/B;16;I’m at William Ellis.;[('I’m', 'NN'), ('at', 'IN'), ('William', 'NNP'), ('Ellis', 'NNP'), ('.', '.')];['I’m', 'at', 'William', 'Ellis', '.']
119;1/B;16;Oh, no.;[('Oh', 'UH'), (',', ','), ('no', 'DT'), ('.', '.')];['Oh', ',', 'no', '.']
120;1/B;16;This is Acland Burghley.;[('This', 'DT'), ('is', 'VBZ'), ('Acland', 'NNP'), ('Burghley', 'NNP'), ('.', '.')];['This', 'is', 'Acland', 'Burghley', '.']
121;1/B;17;Example: George is eleven.;[('Example', 'NN'), (':', ':'), ('George', 'NNP'), ('is', 'VBZ'), ('eleven', 'RB'), ('.', '.')];['Example', ':', 'George', 'is', 'eleven', '.']
122;1/B;17;Find the best title for his phone call.;[('Find', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('title', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('phone', 'NN'), ('call', 'NN'), ('.', '.')];['Find', 'the', 'best', 'title', 'for', 'his', 'phone', 'call', '.']
123;1/B;17;One.;[('One', 'CD'), ('.', '.')];['One', '.']
124;1/B;17;Two.;[('Two', 'CD'), ('.', '.')];['Two', '.']
125;1/B;17;Three.;[('Three', 'CD'), ('.', '.')];['Three', '.']
126;1/B;17;Four.;[('Four', 'CD'), ('.', '.')];['Four', '.']
127;1/B;17;Six.;[('Six', 'NNP'), ('.', '.')];['Six', '.']
128;1/B;17;Eight.;[('Eight', 'CD'), ('.', '.')];['Eight', '.']
129;1/B;17;Ten.;[('Ten', 'CD'), ('.', '.')];['Ten', '.']
130;1/B;17;Twelve.;[('Twelve', 'NNP'), ('.', '.')];['Twelve', '.']
131;1/B;17;Five.;[('Five', 'CD'), ('.', '.')];['Five', '.']
132;1/B;17;Thirteen.;[('Thirteen', 'NNP'), ('.', '.')];['Thirteen', '.']
133;1/B;17;Buzz!;[('Buzz', 'NN'), ('!', '.')];['Buzz', '!']
134;1/B;17;...;[('...', ':')];['...']
135;1/B;17;What is George’s problem?;[('What', 'WP'), ('is', 'VBZ'), ('George’s', 'NNP'), ('problem', 'NN'), ('?', '.')];['What', 'is', 'George’s', 'problem', '?']
136;1/B;17;Buzz!;[('Buzz', 'NN'), ('!', '.')];['Buzz', '!']
137;1/B;17;Nine.;[('Nine', 'NNP'), ('.', '.')];['Nine', '.']
138;1/B;17;Eleven.;[('Eleven', 'RB'), ('.', '.')];['Eleven', '.']
139;1/B;18;Lady: Are you OK?;[('Lady', 'NN'), (':', ':'), ('Are', 'VBP'), ('you', 'PRP'), ('OK', 'IN'), ('?', '.')];['Lady', ':', 'Are', 'you', 'OK', '?']
140;1/B;18;George: No, I’m not.;[('George', 'NNP'), (':', ':'), ('No', 'UH'), (',', ','), ('I’m', 'NNP'), ('not', 'RB'), ('.', '.')];['George', ':', 'No', ',', 'I’m', 'not', '.']
141;1/B;18;What’s your name?;[('What’s', 'IN'), ('your', 'PRP$'), ('name', 'NN'), ('?', '.')];['What’s', 'your', 'name', '?']
142;1/B;18;George: George Lambraki.;[('George', 'NNP'), (':', ':'), ('George', 'NNP'), ('Lambraki', 'NNP'), ('.', '.')];['George', ':', 'George', 'Lambraki', '.']
143;1/B;18;George: Thank you!;[('George', 'NNP'), (':', ':'), ('Thank', 'NN'), ('you', 'PRP'), ('!', '.')];['George', ':', 'Thank', 'you', '!']
144;1/B;18;George: Sorry I’m late, sir!;[('George', 'NNP'), (':', ':'), ('Sorry', 'NNP'), ('I’m', 'NNP'), ('late', 'RB'), (',', ','), ('sir', 'NN'), ('!', '.')];['George', ':', 'Sorry', 'I’m', 'late', ',', 'sir', '!']
145;1/B;18;Mr Grey: Yes, it is.;[('Mr', 'NNP'), ('Grey', 'NNP'), (':', ':'), ('Yes', 'UH'), (',', ','), ('it', 'PRP'), ('is', 'VBZ'), ('.', '.')];['Mr', 'Grey', ':', 'Yes', ',', 'it', 'is', '.']
